night,month,hr,dir,extent,dur_min,vol,aligned_aggr,cpp,wdx,gap_share,start_px,start_tags,end_tags
2025-04-09,2025-04,7,-1,66.0,0.6,2436,0.15,37.0,0.71,0.0,5057.5,ONH,-
2025-04-09,2025-04,7,1,49.25,0.5,1637,0.31,33.0,0.74,0.0,4991.5,-,-
2025-04-09,2025-04,7,-1,24.75,0.1,966,0.3,39.0,0.75,0.0,5040.75,-,-
2025-04-09,2025-04,7,1,14.0,0.3,1270,0.08,91.0,0.7,0.0,5016.0,-,VW3s
2025-04-09,2025-04,7,-1,25.75,1.0,1914,0.22,74.0,0.79,0.0,5030.0,VW3s,-
2025-04-09,2025-04,7,1,13.5,0.7,1374,-0.04,102.0,0.84,0.0,5004.25,-,-
2025-04-09,2025-04,7,-1,21.75,0.8,1295,0.36,60.0,0.76,0.0,5017.75,-,-
2025-04-09,2025-04,7,1,13.75,0.2,474,0.06,34.0,0.85,0.0,4996.0,-,-
2025-04-09,2025-04,7,-1,26.75,0.9,1981,0.11,74.0,0.8,0.0,5009.75,-,-
2025-04-09,2025-04,7,1,14.75,0.8,969,-0.03,66.0,0.86,0.0,4983.0,-,-
2025-04-09,2025-04,7,-1,12.75,0.1,233,-0.11,18.0,0.86,0.0,4997.75,-,-
2025-04-09,2025-04,7,1,8.0,0.1,275,0.11,34.0,0.81,0.0,4985.0,-,-
2025-04-09,2025-04,7,-1,9.0,0.3,349,0.28,39.0,0.82,0.0,4993.0,-,-
2025-04-09,2025-04,7,1,13.25,0.4,254,0.13,19.0,0.89,0.0,4984.0,-,-
2025-04-09,2025-04,7,-1,9.25,0.7,429,0.1,46.0,0.82,0.0,4997.25,-,-
2025-04-09,2025-04,7,1,29.75,2.6,3457,0.12,116.0,0.82,0.0,4988.0,-,-
2025-04-09,2025-04,7,-1,11.25,0.9,1773,0.1,158.0,0.79,0.0,5017.75,-,VW2s
2025-04-09,2025-04,7,1,27.75,1.1,2176,0.28,78.0,0.73,0.0,5006.5,VW2s,-
2025-04-09,2025-04,7,-1,21.75,0.8,2429,0.02,112.0,0.82,0.0,5034.25,-,"pdC,VW2s"
2025-04-09,2025-04,7,1,10.5,0.6,937,-0.01,89.0,0.84,0.0,5012.5,"pdC,VW2s",-
2025-04-09,2025-04,7,-1,8.75,0.1,171,0.39,20.0,0.83,0.0,5023.0,-,"pdC,VW2s"
2025-04-09,2025-04,7,1,9.0,0.2,287,0.16,32.0,0.84,0.0,5014.25,"pdC,VW2s",-
2025-04-09,2025-04,7,-1,10.0,1.9,2242,0.0,224.0,0.84,0.0,5023.25,-,"pdC,VW2s"
2025-04-09,2025-04,7,1,8.75,0.2,383,0.09,44.0,0.84,0.0,5013.25,"pdC,VW2s",-
2025-04-09,2025-04,7,-1,28.25,2.6,3236,0.16,115.0,0.84,0.0,5022.0,-,-
2025-04-09,2025-04,7,1,23.25,4.1,3849,0.1,166.0,0.84,0.0,4993.75,-,VW2s
2025-04-09,2025-04,7,-1,9.0,1.1,710,0.16,79.0,0.87,0.0,5017.0,VW2s,-
2025-04-09,2025-04,7,1,10.5,2.6,1834,0.0,175.0,0.88,0.0,5008.0,-,VW2s
2025-04-09,2025-04,7,-1,15.5,1.5,1260,0.05,81.0,0.84,0.0,5018.5,VW2s,-
2025-04-09,2025-04,7,1,47.5,11.3,11642,0.07,245.0,0.79,0.0,5003.0,-,-
2025-04-09,2025-04,7,-1,18.5,1.3,1668,0.19,90.0,0.81,0.0,5050.5,-,-
2025-04-09,2025-04,7,1,19.0,2.0,2213,0.09,116.0,0.83,0.0,5032.0,-,-
2025-04-09,2025-04,7,-1,11.75,1.9,2221,0.17,189.0,0.83,0.0,5051.0,-,-
2025-04-09,2025-04,7,1,9.5,0.2,256,0.05,27.0,0.88,0.0,5039.25,-,-
2025-04-09,2025-04,7,-1,11.25,0.8,755,0.21,67.0,0.81,0.0,5048.75,-,-
2025-04-09,2025-04,7,1,9.0,1.4,1286,0.0,143.0,0.86,0.0,5037.5,-,-
2025-04-09,2025-04,7,-1,19.5,3.3,3567,0.12,183.0,0.81,0.0,5046.5,-,-
2025-04-09,2025-04,7,1,8.5,1.1,1679,0.04,198.0,0.77,0.0,5027.0,-,VW2s
2025-04-09,2025-04,7,-1,10.5,0.5,706,0.24,67.0,0.75,0.0,5035.5,VW2s,-
2025-04-09,2025-04,7,1,15.75,3.1,2517,0.07,160.0,0.82,0.0,5025.0,-,-
2025-04-09,2025-04,7,-1,10.75,1.9,815,0.15,76.0,0.83,0.0,5040.75,-,-
2025-04-09,2025-04,7,1,20.0,3.0,2480,0.15,124.0,0.82,0.0,5030.0,-,-
2025-04-09,2025-04,8,-1,46.5,5.7,5800,0.07,125.0,0.83,0.0,5050.0,-,-
2025-04-09,2025-04,8,1,13.25,4.2,2495,0.17,188.0,0.86,0.0,5003.5,-,-
2025-04-09,2025-04,8,-1,20.0,1.9,1506,0.15,75.0,0.9,0.0,5016.75,-,-
2025-04-09,2025-04,8,1,16.5,3.0,2229,0.23,135.0,0.8,0.0,4996.75,-,pdC
2025-04-09,2025-04,8,-1,8.0,0.4,196,0.13,24.0,0.93,0.0,5013.25,pdC,-
2025-04-09,2025-04,8,1,12.5,3.0,1212,-0.01,97.0,0.87,0.0,5005.25,-,-
2025-04-09,2025-04,8,-1,11.0,1.0,394,0.05,36.0,0.91,0.0,5017.75,-,-
2025-04-09,2025-04,8,1,16.5,4.0,1489,0.11,90.0,0.87,0.0,5006.75,-,-
2025-04-09,2025-04,8,-1,51.5,8.2,6349,0.14,123.0,0.8,0.0,5023.25,-,-
2025-04-09,2025-04,8,1,32.0,4.3,4586,0.13,143.0,0.82,0.0,4971.75,-,-
2025-04-09,2025-04,8,-1,8.0,1.9,1489,0.16,186.0,0.82,0.0,5003.75,-,-
2025-04-09,2025-04,8,1,20.5,1.9,1578,0.14,77.0,0.82,0.0,4995.75,-,-
2025-04-09,2025-04,8,-1,15.75,1.8,1081,0.12,69.0,0.85,0.0,5016.25,-,-
2025-04-09,2025-04,8,1,19.0,5.5,3400,0.06,179.0,0.82,0.0,5000.5,-,-
2025-04-09,2025-04,8,-1,13.0,1.5,1153,0.13,89.0,0.82,0.0,5019.5,-,-
2025-04-09,2025-04,8,1,20.0,4.0,2579,0.09,129.0,0.83,0.0,5006.5,-,-
2025-04-09,2025-04,8,-1,8.25,1.6,1080,0.06,131.0,0.84,0.0,5026.5,-,-
2025-04-09,2025-04,8,1,15.25,2.8,1410,0.09,92.0,0.81,0.0,5018.25,-,-
2025-04-09,2025-04,8,-1,12.5,2.9,1805,0.14,144.0,0.82,0.0,5033.5,-,-
2025-04-09,2025-04,9,1,10.25,1.2,790,0.12,77.0,0.86,0.0,5021.0,-,-
2025-04-09,2025-04,9,-1,15.25,2.5,1537,0.12,101.0,0.81,0.0,5031.25,-,-
2025-04-09,2025-04,9,1,25.5,6.5,3767,0.25,148.0,0.77,0.0,5016.0,-,-
2025-04-09,2025-04,9,-1,16.5,9.8,4543,0.04,275.0,0.84,0.0,5041.5,-,-
2025-04-09,2025-04,9,1,8.25,0.4,539,0.25,65.0,0.78,0.0,5025.0,-,-
2025-04-09,2025-04,9,-1,18.0,4.9,2161,0.02,120.0,0.85,0.0,5033.25,-,-
2025-04-09,2025-04,9,1,13.25,0.8,360,0.34,27.0,0.85,0.0,5015.25,-,-
2025-04-09,2025-04,9,-1,8.75,1.2,646,0.02,74.0,0.83,0.0,5028.5,-,-
2025-04-09,2025-04,9,1,11.0,1.2,1146,0.25,104.0,0.74,0.0,5019.75,-,-
2025-04-09,2025-04,9,-1,15.75,4.8,2142,0.09,136.0,0.81,0.0,5030.75,-,-
2025-04-09,2025-04,9,1,9.5,2.1,899,0.1,95.0,0.8,0.0,5015.0,-,-
2025-04-09,2025-04,9,-1,29.5,13.4,5776,0.1,196.0,0.82,0.0,5024.5,-,-
2025-04-09,2025-04,9,1,14.75,5.8,2287,0.06,155.0,0.85,0.0,4995.0,-,-
2025-04-09,2025-04,9,-1,10.5,3.7,1747,-0.03,166.0,0.84,0.0,5009.75,-,-
2025-04-09,2025-04,10,1,12.75,1.2,1151,-0.03,90.0,0.82,0.0,4999.25,-,pdC
2025-04-09,2025-04,10,-1,15.5,0.9,544,0.24,35.0,0.84,0.0,5012.0,pdC,-
2025-04-09,2025-04,10,1,8.25,0.7,363,0.12,44.0,0.85,0.0,4996.5,-,-
2025-04-09,2025-04,10,-1,18.75,2.3,1836,0.13,98.0,0.79,0.0,5004.75,-,-
2025-04-09,2025-04,10,1,15.25,5.5,2539,0.08,166.0,0.82,0.0,4986.0,-,-
2025-04-09,2025-04,10,-1,9.5,1.9,609,0.27,64.0,0.85,0.0,5001.25,-,-
2025-04-09,2025-04,10,1,14.25,1.9,728,0.25,51.0,0.84,0.0,4991.75,-,-
2025-04-09,2025-04,10,-1,35.0,10.8,4744,0.05,136.0,0.84,0.0,5006.0,-,-
2025-04-09,2025-04,10,1,18.5,2.4,1164,0.12,63.0,0.86,0.0,4971.0,-,-
2025-04-09,2025-04,10,-1,20.5,5.8,2854,0.19,139.0,0.78,0.0,4989.5,-,VWAP
2025-04-09,2025-04,10,1,10.5,1.8,955,0.08,91.0,0.86,0.0,4969.0,VWAP,-
2025-04-09,2025-04,10,-1,8.0,0.8,432,0.08,54.0,0.81,0.0,4979.5,-,-
2025-04-09,2025-04,10,1,27.5,5.2,3979,0.13,145.0,0.81,0.0,4971.5,-,-
2025-04-09,2025-04,10,-1,15.0,2.6,1420,0.04,95.0,0.84,0.0,4999.0,-,-
2025-04-09,2025-04,10,1,13.5,2.0,909,0.13,67.0,0.82,0.0,4984.0,-,-
2025-04-09,2025-04,10,-1,8.0,0.6,225,0.38,28.0,0.84,0.0,4997.5,-,-
2025-04-09,2025-04,10,1,42.25,11.1,6506,0.06,154.0,0.82,0.0,4989.5,-,-
2025-04-09,2025-04,10,-1,55.75,2.3,4056,0.12,73.0,0.76,0.0,5031.75,-,-
2025-04-09,2025-04,11,1,8.0,0.1,818,-0.15,102.0,0.8,0.0,4976.0,-,-
2025-04-09,2025-04,11,-1,51.25,0.2,2240,0.28,44.0,0.75,0.0,4984.0,-,-
2025-04-09,2025-04,11,1,15.0,0.0,539,-0.11,36.0,0.84,0.0,4932.75,-,-
2025-04-09,2025-04,11,-1,11.0,0.0,326,-0.14,30.0,0.8,0.0,4947.75,-,-
2025-04-09,2025-04,11,1,27.0,0.1,647,0.27,24.0,0.82,0.0,4936.75,-,-
2025-04-09,2025-04,11,-1,30.25,0.3,1941,0.06,64.0,0.78,0.0,4963.75,-,-
2025-04-09,2025-04,11,1,14.25,0.1,375,0.12,26.0,0.79,0.0,4933.5,-,-
2025-04-09,2025-04,11,-1,9.0,0.1,585,0.32,65.0,0.67,0.0,4947.75,-,pdL
2025-04-09,2025-04,11,1,26.25,0.2,1145,0.0,44.0,0.82,0.0,4938.75,pdL,-
2025-04-09,2025-04,11,-1,21.5,0.6,1920,0.19,89.0,0.77,0.0,4965.0,-,-
2025-04-09,2025-04,11,1,14.25,0.3,972,0.11,68.0,0.82,0.0,4943.5,-,-
2025-04-09,2025-04,11,-1,34.0,0.8,3551,0.26,104.0,0.69,0.0,4957.75,-,-
2025-04-09,2025-04,11,1,16.75,0.2,1029,0.17,61.0,0.84,0.0,4923.75,-,pdL
2025-04-09,2025-04,11,-1,11.5,0.6,1468,-0.03,128.0,0.79,0.0,4940.5,pdL,-
2025-04-09,2025-04,11,1,20.75,0.3,1295,0.16,62.0,0.76,0.0,4929.0,-,-
2025-04-09,2025-04,11,-1,17.25,0.4,1352,0.24,78.0,0.68,0.0,4949.75,-,-
2025-04-09,2025-04,11,1,10.5,0.6,1219,0.19,116.0,0.77,0.0,4932.5,-,-
2025-04-09,2025-04,11,-1,13.0,1.3,2435,0.22,187.0,0.74,0.0,4943.0,-,-
2025-04-09,2025-04,11,1,25.75,0.8,1478,0.1,57.0,0.79,0.0,4930.0,-,-
2025-04-09,2025-04,11,-1,24.75,1.9,3188,0.1,129.0,0.77,0.0,4955.75,-,-
2025-04-09,2025-04,11,1,12.75,2.0,2111,0.11,166.0,0.81,0.0,4931.0,-,-
2025-04-09,2025-04,11,-1,9.25,0.4,679,-0.05,73.0,0.83,0.0,4943.75,-,-
2025-04-09,2025-04,11,1,19.0,1.1,1738,0.29,91.0,0.78,0.0,4934.5,-,-
2025-04-09,2025-04,11,-1,13.0,0.6,740,0.18,57.0,0.84,0.0,4953.5,-,pdL
2025-04-09,2025-04,11,1,10.0,0.6,532,0.12,53.0,0.84,0.0,4940.5,pdL,-
2025-04-09,2025-04,11,-1,9.75,0.5,378,0.27,39.0,0.85,0.0,4950.5,-,pdL
2025-04-09,2025-04,11,1,37.25,1.5,2267,0.24,61.0,0.8,0.0,4940.75,pdL,-
2025-04-09,2025-04,11,-1,32.75,2.6,2998,0.12,92.0,0.81,0.0,4978.0,-,-
2025-04-09,2025-04,11,1,26.5,1.4,3236,-0.09,122.0,0.81,0.0,4945.25,-,-
2025-04-09,2025-04,11,-1,28.5,4.2,3918,0.12,137.0,0.83,0.0,4971.75,-,-
2025-04-09,2025-04,11,1,19.5,2.2,2319,0.09,119.0,0.86,0.0,4943.25,-,-
2025-04-09,2025-04,11,-1,9.0,2.3,1329,0.11,148.0,0.86,0.0,4962.75,-,-
2025-04-09,2025-04,11,1,11.5,0.2,436,0.24,38.0,0.82,0.0,4953.75,-,-
2025-04-09,2025-04,11,-1,34.25,5.0,6474,0.16,189.0,0.77,0.0,4965.25,-,-
2025-04-09,2025-04,11,1,11.0,0.2,1163,-0.08,106.0,0.75,0.0,4931.0,-,pdL
2025-04-09,2025-04,11,-1,14.25,2.1,3568,0.11,250.0,0.78,0.0,4942.0,pdL,-
2025-04-09,2025-04,11,1,10.25,0.6,480,0.15,47.0,0.83,0.0,4927.75,-,-
2025-04-09,2025-04,11,-1,33.0,6.1,7424,0.11,225.0,0.78,0.0,4938.0,-,-
2025-04-09,2025-04,11,1,14.25,0.9,1143,0.09,80.0,0.82,0.0,4905.0,-,mS3
2025-04-09,2025-04,11,-1,16.25,0.7,1337,0.15,82.0,0.81,0.0,4919.25,mS3,-
2025-04-09,2025-04,11,1,76.0,4.1,6965,0.07,92.0,0.8,0.0,4903.0,-,-
2025-04-09,2025-04,11,-1,40.0,0.2,1495,0.06,37.0,0.81,0.0,4979.0,-,pdL
2025-04-09,2025-04,11,1,8.0,0.2,923,0.13,115.0,0.81,0.0,4939.0,pdL,-
2025-04-09,2025-04,11,-1,20.0,0.1,740,0.2,37.0,0.77,0.0,4947.0,-,-
2025-04-09,2025-04,11,1,24.5,0.3,1015,0.15,41.0,0.82,0.0,4927.0,-,-
2025-04-09,2025-04,11,-1,20.25,1.1,2765,0.15,137.0,0.81,0.0,4951.5,-,-
2025-04-09,2025-04,11,1,9.5,0.2,155,-0.08,16.0,0.95,0.0,4931.25,-,pdL
2025-04-09,2025-04,11,-1,11.75,0.5,560,0.44,48.0,0.76,0.0,4940.75,pdL,-
2025-04-09,2025-04,11,1,10.75,0.2,387,0.31,36.0,0.77,0.0,4929.0,-,pdL
2025-04-09,2025-04,11,-1,11.75,0.2,584,0.17,50.0,0.73,0.0,4939.75,pdL,-
2025-04-09,2025-04,11,1,11.0,0.6,575,-0.0,52.0,0.85,0.0,4928.0,-,pdL
2025-04-09,2025-04,11,-1,19.0,2.0,2042,0.08,107.0,0.8,0.0,4939.0,pdL,mS3
2025-04-09,2025-04,11,1,12.0,1.0,1675,0.11,140.0,0.78,0.0,4920.0,mS3,-
2025-04-09,2025-04,11,-1,10.75,2.5,1895,0.09,176.0,0.81,0.0,4932.0,-,mS3
2025-04-09,2025-04,11,1,8.75,0.6,332,0.41,38.0,0.79,0.0,4921.25,mS3,-
2025-04-09,2025-04,11,-1,10.0,1.0,631,0.31,63.0,0.79,0.0,4930.0,-,mS3
2025-04-09,2025-04,11,1,11.75,1.9,1415,-0.01,120.0,0.83,0.0,4920.0,mS3,-
2025-04-09,2025-04,12,-1,20.25,1.1,2678,0.13,132.0,0.77,0.0,4931.75,-,-
2025-04-09,2025-04,12,1,23.5,1.1,2732,0.25,116.0,0.76,0.0,4911.5,-,-
2025-04-09,2025-04,12,-1,8.25,0.3,643,0.18,78.0,0.8,0.0,4935.0,-,-
2025-04-09,2025-04,12,1,8.0,0.9,902,0.04,113.0,0.85,0.0,4926.75,-,-
2025-04-09,2025-04,12,-1,16.5,2.0,1786,0.08,108.0,0.84,0.0,4934.75,-,-
2025-04-09,2025-04,12,1,19.25,6.4,5480,0.03,285.0,0.82,0.0,4918.25,-,-
2025-04-09,2025-04,12,-1,10.25,1.4,1031,0.15,101.0,0.8,0.0,4937.5,-,-
2025-04-09,2025-04,12,1,11.5,0.5,530,0.34,46.0,0.83,0.0,4927.25,-,pdL
2025-04-09,2025-04,12,-1,11.75,1.3,1421,0.11,121.0,0.85,0.0,4938.75,pdL,-
2025-04-09,2025-04,12,1,9.5,2.4,2786,0.12,293.0,0.77,0.0,4927.0,-,-
2025-04-09,2025-04,12,-1,13.5,0.2,1034,0.03,77.0,0.8,0.0,4936.5,-,mS3
2025-04-09,2025-04,12,1,9.75,1.2,1086,0.03,111.0,0.86,0.0,4923.0,mS3,-
2025-04-09,2025-04,12,-1,22.0,5.7,4529,0.11,206.0,0.81,0.0,4932.75,-,-
2025-04-09,2025-04,12,1,20.0,5.1,5737,0.08,287.0,0.82,0.0,4910.75,-,-
2025-04-09,2025-04,12,-1,21.5,1.9,4913,0.06,229.0,0.74,0.0,4930.75,-,-
2025-04-09,2025-04,12,1,12.75,0.5,870,0.27,68.0,0.79,0.0,4909.25,-,mS3
2025-04-09,2025-04,12,-1,8.5,2.3,1610,0.1,189.0,0.82,0.0,4922.0,mS3,-
2025-04-09,2025-04,12,1,8.5,0.9,1267,-0.01,149.0,0.84,0.0,4913.5,-,mS3
2025-04-09,2025-04,12,-1,11.5,2.2,1474,0.22,128.0,0.8,0.0,4922.0,mS3,-
2025-04-09,2025-04,12,1,34.0,7.0,7696,-0.02,226.0,0.9,0.0,4910.5,-,-
2025-04-09,2025-04,12,-1,8.5,2.5,2569,0.11,302.0,0.81,0.0,4944.5,-,-
2025-04-09,2025-04,12,1,32.0,4.8,7886,0.1,246.0,0.77,0.0,4936.0,-,-
2025-04-09,2025-04,12,-1,9.0,0.6,1451,0.19,161.0,0.72,0.0,4968.0,-,VWAP
2025-04-09,2025-04,12,1,30.0,2.3,5319,0.04,177.0,0.77,0.0,4959.0,VWAP,-
2025-04-09,2025-04,12,-1,27.75,2.4,6022,0.22,217.0,0.75,0.0,4989.0,-,VWAP
2025-04-09,2025-04,12,1,10.25,0.4,578,0.19,56.0,0.79,0.0,4961.25,VWAP,-
2025-04-10,2025-04,22,1,7.0,0.5,1382,0.04,197.0,0.74,0.0,5503.25,"VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW2s,ONH"
2025-04-10,2025-04,22,-1,16.75,0.7,809,0.12,48.0,0.88,0.0,5510.25,"VW2s,ONH","VW-2s,ONL"
2025-04-10,2025-04,22,1,8.75,0.9,573,0.19,65.0,0.84,0.0,5493.5,"VW-2s,ONL",VWAP
2025-04-10,2025-04,22,-1,11.75,2.1,844,0.33,72.0,0.83,0.0,5502.25,VWAP,"VW-2s,ONL"
2025-04-10,2025-04,22,1,26.0,23.4,8514,0.09,327.0,0.81,0.0,5490.5,"VW-2s,ONL","VW2s,ONH"
2025-04-10,2025-04,22,-1,8.5,5.8,1716,0.14,202.0,0.8,0.0,5516.5,"VW2s,ONH",-
2025-04-10,2025-04,22,1,11.5,11.9,3117,0.17,271.0,0.82,0.0,5508.0,-,"pdH,ONH"
2025-04-10,2025-04,22,-1,8.5,1.1,521,0.32,61.0,0.78,0.0,5519.5,"pdH,ONH",-
2025-04-10,2025-04,22,1,17.5,14.8,5904,0.2,337.0,0.73,0.0,5511.0,-,"VW2s,ONH"
2025-04-10,2025-04,23,-1,17.0,12.4,3674,0.15,216.0,0.79,0.0,5528.5,"VW2s,ONH","pdC,VWAP"
2025-04-10,2025-04,23,1,8.25,5.6,1263,0.01,153.0,0.84,0.0,5511.5,"pdC,VWAP",pdH
2025-04-10,2025-04,23,-1,8.25,5.9,1447,0.07,175.0,0.71,0.0,5519.75,pdH,"pdC,VWAP"
2025-04-10,2025-04,23,1,8.0,8.8,1558,0.1,195.0,0.77,0.0,5511.5,"pdC,VWAP",pdH
2025-04-10,2025-04,23,-1,10.25,19.2,4610,0.19,450.0,0.79,0.0,5519.5,pdH,-
2025-04-10,2025-04,23,1,8.75,5.6,1895,0.02,217.0,0.81,0.0,5509.25,-,pdH
2025-04-10,2025-04,23,-1,10.5,1.6,1265,0.13,120.0,0.78,0.0,5518.0,pdH,-
2025-04-10,2025-04,0,1,10.25,3.2,1830,0.09,179.0,0.83,0.0,5507.5,-,-
2025-04-10,2025-04,0,-1,15.0,7.3,2875,0.18,192.0,0.81,0.0,5517.75,-,-
2025-04-10,2025-04,0,1,8.75,4.6,1602,0.09,183.0,0.86,0.0,5502.75,-,"pdC,VWAP"
2025-04-10,2025-04,0,-1,28.75,20.3,10480,0.19,365.0,0.82,0.0,5511.5,"pdC,VWAP","VW-3s,ONL"
2025-04-10,2025-04,0,1,9.5,4.5,1716,0.0,181.0,0.89,0.0,5482.75,"VW-3s,ONL",-
2025-04-10,2025-04,0,-1,16.5,3.2,1667,0.13,101.0,0.83,0.0,5492.25,-,"VW-3s,ONL"
2025-04-10,2025-04,0,1,12.5,2.0,1023,0.16,82.0,0.84,0.0,5475.75,"VW-3s,ONL",VW-2s
2025-04-10,2025-04,0,-1,8.25,4.4,1523,0.04,185.0,0.87,0.0,5488.25,VW-2s,-
2025-04-10,2025-04,0,1,26.5,13.1,5402,0.08,204.0,0.86,0.0,5480.0,-,VWAP
2025-04-10,2025-04,1,-1,32.5,13.2,5977,0.04,184.0,0.87,0.0,5506.5,VWAP,ONL
2025-04-10,2025-04,1,1,8.25,4.1,1655,0.03,201.0,0.88,0.0,5474.0,ONL,-
2025-04-10,2025-04,1,-1,18.0,9.8,4062,0.04,226.0,0.88,0.0,5482.25,-,ONL
2025-04-10,2025-04,1,1,9.5,3.5,2142,0.04,225.0,0.84,0.0,5464.25,ONL,VW-2s
2025-04-10,2025-04,1,-1,8.75,9.5,2977,0.08,340.0,0.85,0.0,5473.75,VW-2s,ONL
2025-04-10,2025-04,1,1,13.25,9.9,3672,0.02,277.0,0.83,0.0,5465.0,ONL,-
2025-04-10,2025-04,1,-1,11.25,14.2,3865,0.05,344.0,0.84,0.0,5478.25,-,-
2025-04-10,2025-04,2,1,15.75,13.6,3443,0.03,219.0,0.83,0.0,5467.0,-,-
2025-04-10,2025-04,2,-1,24.0,44.5,9744,0.01,406.0,0.83,0.0,5482.75,-,"VW-2s,ONL"
2025-04-10,2025-04,3,1,10.75,6.4,1912,0.16,178.0,0.81,0.0,5458.75,"VW-2s,ONL",-
2025-04-10,2025-04,3,-1,23.5,24.5,7127,0.08,303.0,0.84,0.0,5469.5,-,ONL
2025-04-10,2025-04,3,1,8.5,4.0,884,0.21,104.0,0.82,0.0,5446.0,ONL,-
2025-04-10,2025-04,3,-1,10.0,3.3,1246,0.1,125.0,0.86,0.0,5454.5,-,ONL
2025-04-10,2025-04,3,1,13.0,16.2,3262,0.09,251.0,0.85,0.0,5444.5,ONL,-
2025-04-10,2025-04,3,-1,16.5,12.6,3133,0.08,190.0,0.83,0.0,5457.5,-,ONL
2025-04-10,2025-04,4,1,14.5,8.0,1963,0.11,135.0,0.84,0.0,5441.0,ONL,-
2025-04-10,2025-04,4,-1,8.0,25.3,3598,-0.02,450.0,0.88,0.0,5455.5,-,-
2025-04-10,2025-04,4,1,9.5,2.0,707,0.23,74.0,0.82,0.0,5447.5,-,-
2025-04-10,2025-04,4,-1,14.5,27.9,4847,0.08,334.0,0.85,0.0,5457.0,-,ONL
2025-04-10,2025-04,5,1,34.25,46.1,12057,0.08,352.0,0.83,0.0,5442.5,ONL,-
2025-04-10,2025-04,6,-1,19.5,21.7,7518,0.01,386.0,0.87,0.0,5476.75,-,-
2025-04-10,2025-04,6,1,14.0,1.6,1442,0.11,103.0,0.84,0.0,5457.25,-,-
2025-04-10,2025-04,6,-1,10.0,3.7,2235,0.01,224.0,0.87,0.0,5471.25,-,-
2025-04-10,2025-04,6,1,11.75,5.8,3420,-0.05,291.0,0.89,0.0,5461.25,-,-
2025-04-10,2025-04,6,-1,22.25,14.7,6641,0.02,298.0,0.83,0.0,5473.0,-,-
2025-04-10,2025-04,6,1,27.75,15.6,9993,0.02,360.0,0.86,0.0,5450.75,-,VWAP
2025-04-10,2025-04,7,-1,8.5,4.6,3037,0.12,357.0,0.84,0.0,5478.5,VWAP,-
2025-04-10,2025-04,7,1,17.25,2.6,2820,0.1,163.0,0.82,0.0,5470.0,-,-
2025-04-10,2025-04,7,-1,74.0,25.7,22332,0.05,302.0,0.84,0.0,5487.25,-,ONL
2025-04-10,2025-04,7,1,8.75,0.8,1111,0.15,127.0,0.83,0.0,5413.25,ONL,-
2025-04-10,2025-04,7,-1,20.5,3.3,6419,0.0,313.0,0.82,0.0,5422.0,-,ONL
2025-04-10,2025-04,7,1,10.25,0.8,1507,0.24,147.0,0.76,0.0,5401.5,ONL,-
2025-04-10,2025-04,7,-1,20.5,1.9,5369,0.1,262.0,0.78,0.0,5411.75,-,ONL
2025-04-10,2025-04,7,1,33.0,7.2,6839,0.08,207.0,0.84,0.0,5391.25,ONL,-
2025-04-10,2025-04,7,-1,9.25,0.6,613,0.11,66.0,0.82,0.0,5424.25,-,-
2025-04-10,2025-04,7,1,11.75,3.0,2206,0.05,188.0,0.86,0.0,5415.0,-,-
2025-04-10,2025-04,7,-1,26.75,4.9,4698,0.04,176.0,0.84,0.0,5426.75,-,-
2025-04-10,2025-04,7,1,8.25,0.7,1115,0.16,135.0,0.86,0.0,5400.0,-,mS1
2025-04-10,2025-04,8,-1,11.5,2.7,3076,0.0,267.0,0.9,0.0,5408.25,mS1,-
2025-04-10,2025-04,8,1,18.25,4.2,3962,0.15,217.0,0.83,0.0,5396.75,-,-
2025-04-10,2025-04,8,-1,11.75,1.6,1615,0.17,137.0,0.82,0.0,5415.0,-,-
2025-04-10,2025-04,8,1,10.25,1.1,909,0.1,89.0,0.85,0.0,5403.25,-,-
2025-04-10,2025-04,8,-1,18.5,11.5,8501,0.03,460.0,0.85,0.0,5413.5,-,VW-2s
2025-04-10,2025-04,8,1,8.75,1.2,743,0.07,85.0,0.82,0.0,5395.0,VW-2s,-
2025-04-10,2025-04,8,-1,19.75,2.2,2278,0.17,115.0,0.82,0.0,5403.75,-,ONL
2025-04-10,2025-04,8,1,14.25,3.1,1761,0.11,124.0,0.85,0.0,5384.0,ONL,-
2025-04-10,2025-04,8,-1,38.25,5.4,5630,0.13,147.0,0.82,0.0,5398.25,-,ONL
2025-04-10,2025-04,8,1,25.5,2.9,2634,0.02,103.0,0.87,0.0,5360.0,ONL,VW-2s
2025-04-10,2025-04,8,-1,13.25,2.3,2270,0.22,171.0,0.82,0.0,5385.5,VW-2s,-
2025-04-10,2025-04,8,1,22.25,8.3,5401,0.07,243.0,0.83,0.0,5372.25,-,-
2025-04-10,2025-04,8,-1,8.25,1.6,727,0.13,88.0,0.84,0.0,5394.5,-,-
2025-04-10,2025-04,8,1,11.75,0.4,667,0.45,57.0,0.8,0.0,5386.25,-,-
2025-04-10,2025-04,8,-1,31.5,7.9,5359,0.08,170.0,0.83,0.0,5398.0,-,-
2025-04-10,2025-04,8,1,12.25,4.2,2791,0.08,228.0,0.83,0.0,5366.5,-,-
2025-04-10,2025-04,9,-1,16.75,1.9,1717,0.06,103.0,0.84,0.0,5378.75,-,ONL
